,mail_id,label,prob,true_label,outcome
186,841,1,75,0,False
187,838,0,5,0,True
188,837,0,0.10,0,True
189,4054,0,0.05,0,True
190,1208,0,5,0,True
191,1206,0,5,0,True
192,1207,0,5,0,True
193,1205,0,5,0,True
194,833,0,5,0,True
195,833,0,5,0,True
196,834,0,5,0,True
197,1203,0,5,0,True
198,286,0,5,0,True
199,286,0,5,0,True
200,3993,0,0.05,0,True
201,276,0,5,0,True
202,1169,0,0.05,0,True
203,1169,0,0.05,0,True
204,268,0,0.05,0,True
205,1279,0,5,0,True
206,293,0,0.10,0,True
207,294,0,0.10,0,True
208,292,0,0.10,0,True
209,161,0,0.05,0,True
210,160,0,5,0,True
211,159,0,5,0,True
212,159,0,5,0,True
213,278,0,5,0,True
214,278,0,5,0,True
215,274,0,5,0,True
216,150,0,0,0,True
217,150,0,0,0,True
218,158,0,0.10,0,True
219,158,0,0.10,0,True
220,157,0,5,0,True
221,156,0,5,0,True
222,155,0,0.05,0,True
223,155,0,0.05,0,True
224,153,0,5,0,True
225,1168,0,5,0,True
226,135,0,5,0,True
227,135,0,5,0,True
228,1278,0,5,0,True
229,1152,0,5,0,True
230,165,0,0.10,0,True
231,146,0,0.10,0,True
232,146,0,0.10,0,True
233,148,0,0.10,0,True
234,147,0,0.10,0,True
235,147,0,0.10,0,True
236,2340,0,0.10,0,True
237,2340,0,0.10,0,True
238,145,0,0.10,0,True
239,2338,0,5,0,True
240,2330,0,5,0,True
241,2330,0,5,0,True
242,2337,0,0.10,0,True
243,2344,0,5,0,True
244,2345,0,5,0,True
245,144,0,0.10,0,True
246,143,0,0.10,0,True
247,143,0,0.10,0,True
248,2339,0,0.05,0,True
249,2328,0,0.10,0,True
250,2336,0,0.10,0,True
251,2336,0,0.10,0,True
252,2334,0,5,0,True
253,2334,0,5,0,True
254,142,0,5,0,True
255,2331,0,5,0,True
256,2333,0,5,0,True
257,2341,0,5,0,True
258,2322,0,0.10,0,True
259,2332,0,0.10,0,True
260,2332,0,0.10,0,True
261,2329,0,0.10,0,True
262,2326,0,5,0,True
263,141,0,0.10,0,True
264,141,0,0.10,0,True
265,2343,0,5,0,True
266,2323,0,5,0,True
267,140,0,0.10,0,True
268,2335,0,5,0,True
269,2335,0,5,0,True
270,2327,0,0.05,0,True
271,138,0,0.10,0,True
272,2321,0,0.10,0,True
273,139,0,0.10,0,True
274,2342,0,5,0,True
275,2325,0,5,0,True
276,137,1,85,0,False
277,2320,0,5,0,True
278,2324,0,5,0,True
279,2324,0,5,0,True
280,136,0,5,0,True
281,129,0,5,0,True
282,129,0,5,0,True
283,128,0,5,0,True
284,128,0,5,0,True
285,1151,0,0.05,0,True
286,3241,0,5,0,True
287,3236,0,5,0,True
288,3239,0,0.05,0,True
289,3239,0,0.05,0,True
290,3238,0,5,0,True
291,3238,0,5,0,True
292,3237,0,5,0,True
293,3806,0,5,0,True
294,2744,0,5,0,True
295,2743,0,5,0,True
296,2743,0,5,0,True
297,3807,0,5,0,True
298,2740,0,5,0,True
299,2739,0,5,0,True
300,2738,0,0.05,0,True
301,2738,0,0.05,0,True
302,2737,0,5,0,True
303,2735,0,0,0,True
304,2733,0,5,0,True
305,3434,0,5,0,True
306,3235,0,5,0,True
307,3226,0,0.05,0,True
308,3226,0,0.05,0,True
309,3225,0,5,0,True
310,1083,0,5,0,True
311,1083,0,5,0,True
312,1087,0,5,0,True
313,1084,0,5,0,True
314,4067,0,0.10,0,True
315,1551,0,5,0,True
316,1551,0,5,0,True
317,1045,0,5,0,True
318,1045,0,5,0,True
319,1769,0,5,0,True
320,1770,0,5,0,True
321,1209,0,5,0,True
322,1209,0,5,0,True
323,1142,0,5,0,True
324,1141,0,5,0,True
325,1204,0,5,0,True
326,1204,0,5,0,True
327,4090,0,5,0,True
328,1140,0,5,0,True
329,1140,0,5,0,True
330,1503,1,85,0,False
331,832,0,5,0,True
332,832,0,5,0,True
333,832,0,5,0,True
334,4089,0,0.10,0,True
335,2125,0,0.10,0,True
336,2079,0,0.10,0,True
337,2079,0,0.10,0,True
338,2078,0,0.10,0,True
339,2095,0,0.10,0,True
340,2124,0,0.10,0,True
341,2127,0,5,0,True
342,2114,0,5,0,True
343,2112,0,0.10,0,True
344,2077,0,0.10,0,True
345,2104,0,0.10,0,True
346,2104,0,0.10,0,True
347,2116,0,0.10,0,True
348,2113,0,0.10,0,True
349,2100,0,0.10,0,True
350,2108,0,0.10,0,True
351,2108,0,0.10,0,True
352,2123,0,0.10,0,True
353,2111,0,0.10,0,True
354,2082,0,0.10,0,True
355,2082,0,0.10,0,True
356,2136,0,0.10,0,True
357,2084,0,0.10,0,True
358,2084,0,0.10,0,True
359,2080,0,0.10,0,True
360,2074,0,0.10,0,True
361,2134,0,0.10,0,True
362,2103,0,0.10,0,True
363,2094,0,0.10,0,True
364,2122,1,85,0,False
365,2122,1,85,0,False
366,2107,0,0.10,0,True
367,2085,0,0.10,0,True
368,2121,1,85,0,False
369,2099,0,0.10,0,True
370,2140,0,0.10,0,True
371,2087,0,0.10,0,True
372,2102,0,0.10,0,True
373,2092,0,0.10,0,True
374,2135,0,0.10,0,True
375,2135,0,0.10,0,True
376,2110,0,0.10,0,True
377,2120,0,0.10,0,True
378,2093,0,0.10,0,True
379,2130,0,0.10,0,True
380,2130,0,0.10,0,True
381,2137,0,0.10,0,True
382,2115,0,0.10,0,True
383,2133,0,0.10,0,True
384,2073,0,0.10,0,True
385,2132,0,0.10,0,True
386,2132,0,0.10,0,True
387,2075,0,5,0,True
388,2109,0,0.10,0,True
389,2076,0,0.10,0,True
390,2119,0,0.10,0,True
391,2119,0,0.10,0,True
392,2088,1,85,0,False
393,2081,0,0.10,0,True
394,2081,0,0.10,0,True
395,2131,1,85,0,False
396,2131,1,85,0,False
397,2097,0,0.10,0,True
398,2091,0,0.10,0,True
399,2126,0,0.10,0,True
400,2126,0,0.10,0,True
401,2098,0,0.10,0,True
402,2098,0,0.10,0,True
403,2101,0,0.10,0,True
404,2118,0,0.10,0,True
405,2118,0,0.10,0,True
406,2129,0,0.10,0,True
407,2138,0,0.10,0,True
408,2138,0,0.10,0,True
409,2139,0,0.10,0,True
410,2139,0,0.10,0,True
411,2105,0,0.10,0,True
412,2105,0,0.10,0,True
413,2083,0,0.10,0,True
414,2071,0,0.10,0,True
415,2072,0,5,0,True
416,2117,0,5,0,True
417,2117,0,5,0,True
418,2069,0,5,0,True
419,2069,0,5,0,True
420,2067,0,5,0,True
421,2096,0,5,0,True
422,2128,0,5,0,True
423,2128,0,5,0,True
424,2090,0,5,0,True
425,2068,0,0.10,0,True
426,2068,0,0.10,0,True
427,2070,0,0.10,0,True
428,2070,0,0.10,0,True
429,2106,0,0.10,0,True
430,2106,0,0.10,0,True
431,2066,0,0.10,0,True
432,2065,0,0.10,0,True
433,2064,0,5,0,True
434,831,0,5,0,True
435,831,0,5,0,True
436,1202,0,5,0,True
437,825,0,5,0,True
438,1802,0,5,0,True
439,1801,0,5,0,True
440,1533,0,5,0,True
441,1533,0,5,0,True
442,411,0,5,0,True
443,3825,0,0.05,0,True
444,2782,0,5,0,True
445,2782,0,5,0,True
446,3065,0,5,0,True
447,2783,0,0,0,True
448,2784,0,5,0,True
449,2785,0,5,0,True
450,2785,0,5,0,True
451,2786,0,0.05,0,True
452,3073,0,5,0,True
453,3073,0,5,0,True
454,3074,0,5,0,True
455,3820,0,0.05,0,True
456,3077,0,5,0,True
457,3463,0,0.10,0,True
458,3076,0,5,0,True
459,3070,0,5,0,True
460,3082,0,5,0,True
461,3072,0,0.05,0,True
462,3079,0,5,0,True
463,3079,0,5,0,True
464,3075,0,5,0,True
465,3083,0,5,0,True
466,3564,0,0.10,0,True
467,3080,0,5,0,True
468,3661,0,5,0,True
469,3078,0,5,0,True
470,2760,0,0,0,True
471,2759,0,0.0,0,True
472,2758,0,5,0,True
473,3081,0,5,0,True
474,2752,0,5,0,True
475,2747,0,5,0,True
476,2747,0,5,0,True
477,2750,0,5,0,True
478,2787,0,5,0,True
479,2787,0,5,0,True
480,2753,0,5,0,True
481,2753,0,5,0,True
482,2757,0,5,0,True
483,2755,0,5,0,True
484,2756,0,5,0,True
485,3053,0,5,0,True
486,3053,0,5,0,True
487,3054,0,0.05,0,True
488,3054,0,0.05,0,True
489,3055,0,0.05,0,True
490,3055,0,0.05,0,True
491,4011,0,20,0,True
492,3441,0,0.10,0,True
493,1099,0,5,0,True
494,1097,0,0,0,True
495,1098,0,5,0,True
496,1096,0,5,0,True
497,1096,0,5,0,True
498,250,0,5,0,True
499,447,0,5,0,True
500,242,0,5,0,True
501,449,0,0.05,0,True
502,444,0,5,0,True
503,1562,0,5,0,True
504,1562,0,5,0,True
505,1560,0,5,0,True
506,446,0,5,0,True
507,1559,0,5,0,True
508,4068,0,5,0,True
509,1557,0,5,0,True
510,248,0,0,0,True
511,248,0,0,0,True
512,248,0,0,0,True
513,1561,0,0.05,0,True
514,1561,0,0.05,0,True
515,1563,0,5,0,True
516,1568,0,5,0,True
517,1558,0,5,0,True
518,251,0,5,0,True
519,1571,0,5,0,True
520,1567,0,5,0,True
521,240,0,5,0,True
522,238,0,0.10,0,True
523,238,0,0.10,0,True
524,453,0,5,0,True
525,453,0,5,0,True
526,453,0,5,0,True
527,1566,0,0.05,0,True
528,1566,0,0.05,0,True
529,1569,0,5,0,True
530,1565,0,5,0,True
531,1570,0,5,0,True
532,456,0,5,0,True
533,456,0,5,0,True
534,1411,0,5,0,True
535,1411,0,5,0,True
536,252,0,0.05,0,True
537,1624,0,5,0,True
538,1051,0,5,0,True
539,454,0,5,0,True
540,462,0,5,0,True
541,1623,0,5,0,True
542,1432,0,5,0,True
543,1432,0,5,0,True
544,1050,0,5,0,True
545,1618,0,0.05,0,True
546,1440,0,5,0,True
547,439,0,0.10,0,True
548,439,0,0.10,0,True
549,255,0,0.10,0,True
550,1439,0,0.10,0,True
551,1438,0,0.05,0,True
552,1620,0,5,0,True
553,1056,0,5,0,True
554,1056,0,5,0,True
555,874,0,5,0,True
556,876,0,0.10,0,True
557,1514,0,5,0,True
558,871,0,0.10,0,True
559,1235,0,5,0,True
560,1235,0,5,0,True
561,1227,0,5,0,True
562,1227,0,5,0,True
563,1230,0,5,0,True
564,1603,0,5,0,True
565,1229,0,5,0,True
566,1602,0,5,0,True
567,1605,0,0.05,0,True
568,1225,0,5,0,True
569,1604,0,5,0,True
570,865,0,5,0,True
571,865,0,5,0,True
572,863,0,0.05,0,True
573,1601,0,5,0,True
574,1599,0,5,0,True
575,1599,0,5,0,True
576,1607,0,5,0,True
577,1384,0,5,0,True
578,56,0,0.05,0,True
579,56,0,0.05,0,True
580,55,1,85,0,False
581,1403,0,5,0,True
582,1281,0,5,0,True
583,57,0,5,0,True
584,57,0,5,0,True
585,54,0,5,0,True
586,1383,0,5,0,True
587,1385,0,5,0,True
588,53,0,5,0,True
589,53,0,5,0,True
590,52,0,0.0,0,True
591,51,0,5,0,True
592,50,0,0.05,0,True
593,1608,0,5,0,True
594,46,0,0.0,0,True
595,1043,0,5,0,True
596,1042,0,5,0,True
597,1550,0,5,0,True
598,1381,0,5,0,True
599,1381,0,5,0,True
600,1380,0,5,0,True
601,1040,0,0.05,0,True
602,1040,0,0.05,0,True
603,1040,0,0.05,0,True
604,1391,0,0.05,0,True
605,1606,0,5,0,True
606,1041,0,5,0,True
607,1041,0,5,0,True
608,365,0,0.10,0,True
609,365,0,0.10,0,True
610,1374,0,5,0,True
611,1387,0,5,0,True
612,1386,0,5,0,True
613,963,0,0.05,0,True
614,49,0,0.05,0,True
615,49,0,0.05,0,True
616,1382,0,0,0,True
617,1382,0,0,0,True
618,1382,0,0,0,True
619,1039,0,5,0,True
620,362,0,5,0,True
621,1035,0,5,0,True
622,1377,0,5,0,True
623,1375,0,5,0,True
624,1367,0,5,0,True
625,1367,0,5,0,True
626,1033,0,5,0,True
627,1031,0,5,0,True
628,1379,0,5,0,True
629,1379,0,5,0,True
630,789,0,0.10,0,True
631,787,0,5,0,True
632,1982,0,0.10,0,True
633,1959,0,0.10,0,True
634,1960,0,0.10,0,True
635,1960,0,0.10,0,True
636,1963,0,0.10,0,True
637,1961,0,0.10,0,True
638,1961,0,0.10,0,True
639,1965,0,0.10,0,True
640,1965,0,0.10,0,True
641,1981,0,0.10,0,True
642,1974,0,0.10,0,True
643,1972,0,0.10,0,True
644,1971,0,0.05,0,True
645,1975,0,0.10,0,True
646,1973,0,0.10,0,True
647,1966,0,0.10,0,True
648,1985,0,0.10,0,True
649,1976,0,0.10,0,True
650,1969,0,0.10,0,True
651,1969,0,0.10,0,True
652,1978,0,0.10,0,True
653,1978,0,0.10,0,True
654,1967,0,0.10,0,True
655,1967,0,0.10,0,True
656,1968,0,0.10,0,True
657,1968,0,0.10,0,True
658,1962,0,0.10,0,True
659,1956,0,0.10,0,True
660,1980,0,0.10,0,True
661,1979,0,0.10,0,True
662,1977,0,0.10,0,True
663,1970,0,0.10,0,True
664,1964,0,0.10,0,True
665,1958,0,0.10,0,True
666,2000,0,5,0,True
667,1957,0,0.10,0,True
668,1986,0,5,0,True
669,1986,0,5,0,True
670,1954,0,0.10,0,True
671,1987,0,5,0,True
672,1987,0,5,0,True
673,1990,0,5,0,True
674,1991,0,5,0,True
675,1947,0,0.10,0,True
676,1948,0,5,0,True
677,1948,0,5,0,True
678,1946,0,0.10,0,True
679,2004,0,0.10,0,True
680,1944,0,0.10,0,True
681,1984,0,0.10,0,True
682,2002,0,5,0,True
683,1942,0,0.10,0,True
684,1996,0,5,0,True
685,1943,0,5,0,True
686,1998,0,0.05,0,True
687,1998,0,0.05,0,True
688,2001,0,5,0,True
689,2001,0,5,0,True
690,1940,0,5,0,True
691,1941,0,0.10,0,True
692,1939,0,0.10,0,True
693,1993,1,85,0,False
694,1994,0,0.10,0,True
695,1992,0,0.10,0,True
696,1989,0,0.10,0,True
697,1989,0,0.10,0,True
698,2006,1,85,0,False
699,2006,1,85,0,False
700,1945,0,0.10,0,True
701,1937,0,0.10,0,True
702,1988,0,0.10,0,True
703,1988,0,0.10,0,True
704,1935,0,0.10,0,True
705,1935,0,0.10,0,True
706,1934,0,0.10,0,True
707,1999,0,0.10,0,True
708,1995,0,0.10,0,True
709,2005,0,0.10,0,True
710,2005,0,0.10,0,True
711,1933,0,0.10,0,True
712,1997,0,0.10,0,True
713,1936,0,0.05,0,True
714,1927,0,0.05,0,True
715,1931,0,0.10,0,True
716,1931,0,0.10,0,True
717,1930,0,0.05,0,True
718,1930,0,0.05,0,True
719,1928,0,5,0,True
720,1928,0,5,0,True
721,1926,0,5,0,True
722,1923,0,0.10,0,True
723,1923,0,0.10,0,True
724,1938,0,0.10,0,True
725,1932,0,5,0,True
726,1929,0,0.10,0,True
727,1929,0,0.10,0,True
728,1924,0,5,0,True
729,1924,0,5,0,True
730,1925,0,5,0,True
731,1983,0,5,0,True
732,1983,0,5,0,True
733,1922,0,0.05,0,True
734,1921,0,5,0,True
735,1920,0,5,0,True
736,1919,0,5,0,True
737,1918,0,5,0,True
738,1918,0,5,0,True
739,1917,0,0.10,0,True
740,844,0,0.05,0,True
741,4086,0,0.10,0,True
742,1501,0,0.05,0,True
743,1363,0,0.05,0,True
744,1358,0,5,0,True
745,1349,0,5,0,True
746,1348,0,0.05,0,True
747,230,0,5,0,True
748,1351,0,0.05,0,True
749,1351,0,0.05,0,True
750,961,0,5,0,True
751,237,0,5,0,True
752,236,0,5,0,True
753,233,0,5,0,True
754,234,0,5,0,True
755,235,0,0.0,0,True
756,235,0,0.0,0,True
757,953,0,0.05,0,True
758,953,0,0.05,0,True
759,232,0,0.05,0,True
760,1355,0,0.05,0,True
761,231,0,0.10,0,True
762,1346,0,0.0,0,True
763,1346,0,0.0,0,True
764,1354,0,0.05,0,True
765,1354,0,0.05,0,True
766,229,0,5,0,True
767,229,0,5,0,True
768,228,0,0.10,0,True
769,356,0,0.10,0,True
770,356,0,0.10,0,True
771,356,0,0.10,0,True
772,227,0,5,0,True
773,227,0,5,0,True
774,1350,0,5,0,True
775,1350,0,5,0,True
776,225,0,5,0,True
777,225,0,5,0,True
778,1347,0,5,0,True
779,1347,0,5,0,True
780,1343,0,5,0,True
781,1535,0,5,0,True
782,196,0,0.10,0,True
783,195,0,0.10,0,True
784,1534,0,5,0,True
785,1534,0,5,0,True
786,226,0,0.10,0,True
787,193,0,0.05,0,True
788,193,0,0.05,0,True
789,194,0,5,0,True
790,959,0,0.05,0,True
791,216,0,0.0,0,True
792,221,0,0.05,0,True
793,221,0,0.05,0,True
794,187,0,5,0,True
795,958,0,0.05,0,True
796,351,0,5,0,True
797,960,0,0.05,0,True
798,960,0,0.05,0,True
799,220,0,5,0,True
800,220,0,5,0,True
801,219,0,0.05,0,True
802,219,0,0.05,0,True
803,217,0,5,0,True
804,186,0,0.10,0,True
805,185,0,5,0,True
806,215,0,0,0,True
807,213,0,0.05,0,True
808,214,0,5,0,True
809,212,0,5,0,True
810,1342,0,5,0,True
811,1131,0,5,0,True
812,1905,0,5,0,True
813,1903,0,5,0,True
814,1901,0,5,0,True
815,1901,0,5,0,True
816,1899,0,0.05,0,True
817,1908,0,0.10,0,True
818,1908,0,0.10,0,True
819,1902,0,5,0,True
820,1902,0,5,0,True
821,1897,0,5,0,True
822,1916,0,0.10,0,True
823,1900,0,0.10,0,True
824,1900,0,0.10,0,True
825,1912,0,0.10,0,True
826,1914,0,0.10,0,True
827,1895,0,0.10,0,True
828,1907,0,0.10,0,True
829,1909,0,5,0,True
830,1913,0,0.10,0,True
831,1893,0,5,0,True
832,1893,0,5,0,True
833,1904,0,0.10,0,True
834,1904,0,0.10,0,True
835,1896,0,5,0,True
836,1896,0,5,0,True
837,1898,0,5,0,True
838,1906,0,0.10,0,True
839,1910,0,0.10,0,True
840,1911,0,5,0,True
841,1894,0,0.10,0,True
842,1915,0,0.05,0,True
843,1915,0,0.05,0,True
844,1892,0,5,0,True
845,786,1,85,0,False
846,1800,0,5,0,True
847,1800,0,5,0,True
848,1799,0,5,0,True
849,1500,0,5,0,True
850,4030,0,0.05,0,True
851,3366,0,0.05,0,True
852,3365,0,5,0,True
853,3017,0,5,0,True
854,3364,0,0.05,0,True
855,3360,0,0.10,0,True
856,3359,0,5,0,True
857,3016,0,5,0,True
858,3361,0,5,0,True
859,3204,0,0.10,0,True
860,3014,0,5,0,True
861,3357,0,5,0,True
862,3358,0,5,0,True
863,4007,1,0.85,0,False
864,3356,0,5,0,True
865,3625,0,5,0,True
866,3355,0,0.05,0,True
867,3354,0,5,0,True
868,4006,0,0.05,0,True
869,4046,0,5,0,True
870,3353,0,5,0,True
871,3197,0,5,0,True
872,3627,0,5,0,True
873,4029,0,0.05,0,True
874,3192,0,5,0,True
875,3623,0,5,0,True
876,3351,0,5,0,True
877,2511,0,5,0,True
878,3203,0,5,0,True
879,3202,0,5,0,True
880,3201,0,0.05,0,True
881,3013,0,5,0,True
882,3200,0,5,0,True
883,3199,0,5,0,True
884,3348,0,5,0,True
885,3198,0,5,0,True
886,3350,0,5,0,True
887,3624,0,5,0,True
888,4066,0,0.10,0,True
889,3343,0,5,0,True
890,3349,0,0.05,0,True
891,3853,1,0.95,0,False
892,3338,0,0.10,0,True
893,3347,0,0.05,0,True
894,34,0,5,0,True
895,34,0,5,0,True
896,1153,0,5,0,True
897,1164,0,5,0,True
898,1164,0,5,0,True
899,37,0,5,0,True
900,35,0,5,0,True
901,31,1,85,0,False
902,31,1,85,0,False
903,33,0,5,0,True
904,1394,0,5,0,True
905,1155,0,5,0,True
906,41,0,0.10,0,True
907,41,0,0.10,0,True
908,41,0,0.10,0,True
909,4059,0,0.10,0,True
910,29,0,0.0,0,True
911,1158,0,5,0,True
912,1158,0,5,0,True
913,1158,0,5,0,True
914,1629,0,0.05,0,True
915,1305,0,0.10,0,True
916,1305,0,0.10,0,True
917,321,0,5,0,True
918,321,0,5,0,True
919,912,0,0.05,0,True
920,912,0,0.05,0,True
921,24,0,0.05,0,True
922,1306,0,5,0,True
923,1306,0,5,0,True
924,26,0,0,0,True
925,26,0,0,0,True
926,1156,0,5,0,True
927,923,0,5,0,True
928,0,0,5,0,True
929,69,0,5,0,True
930,22,0,5,0,True
931,21,0,0,0,True
932,20,0,0.10,0,True
933,19,0,5,0,True
934,17,0,5,0,True
935,17,0,5,0,True
936,15,0,5,0,True
937,15,0,5,0,True
938,1165,0,5,0,True
939,1165,0,5,0,True
940,28,0,5,0,True
941,12,0,5,0,True
942,10,0,0.10,0,True
943,18,1,85,0,False
944,16,0,0.10,0,True
945,392,0,0.05,0,True
946,392,0,0.05,0,True
947,30,0,0.10,0,True
948,32,0,5,0,True
949,1538,0,0.10,0,True
950,1163,0,0.05,0,True
951,1163,0,0.05,0,True
952,27,0,5,0,True
953,27,0,5,0,True
954,1162,0,5,0,True
955,36,0,0.10,0,True
956,8,0,5,0,True
957,7,0,5,0,True
958,1393,0,5,0,True
959,6,0,0.10,0,True
960,5,0,5,0,True
961,1159,0,0,0,True
962,1159,0,0,0,True
963,4,0,5,0,True
964,1309,0,5,0,True
965,1160,0,0.05,0,True
966,1160,0,0.05,0,True
967,2,0,5,0,True
968,387,0,5,0,True
969,387,0,5,0,True
970,387,0,5,0,True
971,911,0,5,0,True
972,1307,0,5,0,True
973,1308,0,5,0,True
974,386,0,5,0,True
975,1,0,5,0,True
976,14,0,0.10,0,True
977,14,0,0.10,0,True
978,924,0,5,0,True
979,1157,0,0.05,0,True
980,1157,0,0.05,0,True
981,910,0,5,0,True
982,385,0,0.05,0,True
983,1313,0,0.05,0,True
984,1311,0,5,0,True
985,1311,0,5,0,True
986,1312,0,5,0,True
987,1310,0,5,0,True
988,1310,0,5,0,True
989,25,0,5,0,True
990,25,0,5,0,True
991,2991,0,5,0,True
992,2991,0,5,0,True
993,2973,0,5,0,True
994,922,0,5,0,True
995,13,0,0.05,0,True
996,920,0,5,0,True
997,23,0,5,0,True
998,9,0,5,0,True
999,322,0,0.05,0,True
1000,384,0,0.05,0,True
1001,2990,0,5,0,True
1002,2990,0,5,0,True
1003,383,0,5,0,True
1004,917,0,0.05,0,True
1005,917,0,0.05,0,True
1006,3,1,85,0,False
1007,1154,0,5,0,True
1008,921,0,0.05,0,True
1009,2495,0,0.05,0,True
1010,919,0,5,0,True
1011,11,0,5,0,True
1012,918,0,0.05,0,True
1013,1531,0,0.10,0,True
1014,3739,1,0.85,0,False
1015,3584,1,85,0,False
1016,2989,0,0.10,0,True
1017,3583,0,0.10,0,True
1018,1110,0,5,0,True
1019,1488,0,5,0,True
1020,1488,0,5,0,True
1021,1109,0,0.10,0,True
1022,1109,0,0.10,0,True
1023,1023,0,5,0,True
1024,1023,0,5,0,True
1025,1023,0,5,0,True
1026,645,0,5,0,True
1027,1626,0,5,0,True
1028,1626,0,5,0,True
