mail_id,label,prob,true_label1,legit,0%,03,legit,0%,08,legit,0%,09,legit,0%,011,legit,0%,012,legit,0%,017,legit,0%,020,legit,0%,021,legit,0%,022,legit,0%,023,legit,5%,024,legit,0%,027,legit,0%,029,legit,0%,031,legit,0%,032,legit,0%,033,legit,5%,034,legit,0%,039,legit,0%,042,legit,10%,043,legit,0%,045,legit,0%,048,legit,0%,049,legit,0%,054,legit,0%,055,legit,0%,056,legit,0%,061,legit,5%,063,legit,0%,064,legit,0%,066,legit,0%,073,legit,10%,074,legit,10%,075,legit,10%,076,legit,10%,078,legit,10%,079,legit,0%,081,legit,10%,082,legit,0%,092,legit,10%,093,legit,0%,094,legit,10%,096,legit,0%,097,legit,10%,0100,legit,0%,0102,legit,10%,0103,legit,0%,0104,legit,0%,0106,legit,0%,0108,legit,0%,0125,legit,5%,0129,legit,0%,0130,legit,10%,0134,legit,10%,0135,legit,10%,0138,phishing,85%,0141,legit,0%,0142,legit,0%,0143,legit,10%,0144,legit,10%,0145,legit,0%,0148,legit,10%,0149,legit,0%,01728,phishing,95%,11731,phishing,85%,1150,legit,10%,0
237,legit,10%,0
240,legit,0%,0
242,legit,10%,0
243,legit,0%,0
244,legit,0%,0
246,legit,0%,0
247,legit,0%,0
248,legit,0%,0
254,legit,0%,0
255,legit,0%,0
258,legit,0%,0
259,legit,0%,0
260,legit,10%,0
261,legit,0%,0
262,legit,0%,0
263,legit,0%,0
264,legit,5%,0
267,legit,0%,0
269,legit,10%,0
271,legit,0%,0
272,legit,10%,0
273,legit,0%,0
275,legit,0%,0
276,legit,0%,0
277,legit,0%,0
278,legit,0%,0
283,legit,0%,0
284,legit,0%,0
289,legit,0%,0
296,legit,0%,0
299,legit,0%,0
305,legit,0%,0
306,legit,10%,0
310,legit,5%,0
311,legit,10%,0
313,legit,0%,0
314,legit,0%,0
317,legit,0%,0
318,legit,0%,0
320,legit,10%,0
321,legit,0%,0
322,legit,0%,0
323,legit,0%,0
324,legit,0%,0
325,legit,0%,0
327,legit,10%,0
330,legit,0%,0
331,legit,0%,0
333,legit,0%,0
334,legit,0%,0
335,legit,0%,0
336,legit,0%,0
337,legit,0%,0
338,legit,0%,0
339,legit,0%,0
340,legit,0%,0
341,legit,0%,0
343,legit,10%,0
345,legit,0%,0
351,legit,0%,0
352,legit,0%,0
354,legit,0%,0
355,legit,0%,0
356,legit,0%,0
357,legit,0%,0
358,legit,0%,0
361,legit,0%,0
363,legit,0%,0
366,legit,10%,0
368,legit,0%,0
369,legit,0%,0
370,legit,10%,0
371,legit,0%,0
372,legit,0%,0
373,legit,0%,0
374,legit,0%,0
375,legit,0%,0
377,legit,10%,0
378,legit,0%,0
379,legit,10%,0
380,legit,10%,0
381,legit,0%,0
382,legit,0%,0
383,legit,0%,0
385,legit,0%,0
386,legit,10%,0
387,legit,0%,0
388,legit,0%,0
389,legit,0%,0
390,legit,0%,0
391,legit,10%,0
392,legit,10%,0
394,legit,10%,0
395,legit,5%,0
396,legit,10%,0
397,legit,5%,0
398,legit,0%,0
399,legit,0%,0
400,legit,0%,0
401,legit,0%,0
402,legit,10%,0
403,legit,10%,0
406,legit,0%,0
407,legit,0%,0
408,legit,0%,0
410,legit,10%,0
411,legit,0%,0
412,legit,10%,0
413,legit,0%,0
414,legit,0%,0
415,legit,10%,0
416,legit,0%,0
417,legit,0%,0
418,legit,0%,0
419,legit,0%,0
421,legit,0%,0
422,legit,0%,0
423,legit,10%,0
424,legit,0%,0
425,legit,0%,0
426,legit,0%,0
427,legit,0%,0
428,legit,0%,0
429,legit,0%,0
430,legit,0%,0
431,legit,0%,0
432,legit,0%,0
433,legit,0%,0
434,legit,0%,0
435,legit,0%,0
436,legit,0%,0
437,legit,0%,0
438,legit,10%,0
439,legit,0%,0
445,legit,10%,0
451,legit,10%,0
453,legit,10%,0
454,legit,0%,0
456,legit,10%,0
457,legit,10%,0
458,legit,10%,0
460,legit,10%,0
461,legit,10%,0
462,legit,10%,0
464,legit,0%,0
465,legit,10%,0
466,legit,0%,0
467,legit,10%,0
468,legit,10%,0
470,legit,0%,0
471,legit,10%,0
472,legit,10%,0
473,phishing,75%,0
475,legit,0%,0
477,legit,0%,0
478,legit,0%,0
479,legit,10%,0
480,legit,0%,0
481,legit,0%,0
483,legit,0%,0
484,legit,10%,0
485,legit,10%,0
486,legit,10%,0
487,legit,0%,0
488,legit,10%,0
489,legit,0%,0
490,legit,10%,0
491,legit,0%,0
492,legit,0%,0
493,legit,0%,0
497,legit,10%,0
499,legit,10%,0
1731,phishing,85%,1
1746,phishing,95%,1
1784,phishing,95%,1
1785,phishing,95%,1
1800,phishing,95%,1
1801,phishing,95%,1
1816,phishing,95%,1
1828,phishing,95%,1
1832,phishing,85%,1
1836,legit,10%,1
1845,legit,5%,1
1847,phishing,95%,1
1857,phishing,95%,1
1882,phishing,95%,1
1884,legit,0%,1
1885,phishing,85%,1
1890,phishing,90%,1
1891,phishing,95%,1
1893,phishing,95%,1
1894,phishing,95%,1
1899,phishing,90%,1
1909,phishing,90%,1
1912,phishing,95%,1
1926,phishing,95%,1
1928,phishing,85%,1
1931,legit,0%,1
1936,legit,10%,1
1942,legit,0%,1
1947,phishing,85%,1
1955,phishing,85%,1
1956,phishing,85%,1
1957,phishing,90%,1
1958,phishing,95%,1
1959,phishing,95%,1
1960,phishing,95%,1
1964,legit,10%,1
1968,legit,0%,1
1995,legit,10%,1
1997,phishing,85%,1
2006,legit,10%,1
2008,phishing,85%,1
2009,phishing,95%,1
2021,phishing,95%,1
2022,legit,10%,1
2023,legit,10%,1
2026,legit,10%,1
2033,phishing,95%,1
2036,phishing,95%,1
2044,phishing,90%,1
2059,legit,0%,1
2069,phishing,85%,1
2070,phishing,95%,1
2084,phishing,95%,1
2087,phishing,95%,1
2096,legit,10%,1
2097,phishing,85%,1
2099,phishing,95%,1
2100,phishing,95%,1
2104,phishing,95%,1
2111,phishing,95%,1
2113,phishing,85%,1
2118,phishing,95%,1
2124,legit,0%,1
2127,legit,0%,1
2137,phishing,95%,1
2138,phishing,95%,1
2139,phishing,85%,1
2147,phishing,85%,1
2151,phishing,95%,1
2168,phishing,95%,1
2171,phishing,85%,1
2179,phishing,95%,1
2188,legit,10%,1
2207,phishing,95%,1
2226,legit,10%,1
2232,phishing,95%,1
